text,label,language
bumsen,insult,de
depp,insult,de
dildo,insult,de
drecksack,insult,de
drecksau,insult,de
dummkopf,insult,de
dumpfbacke,insult,de
dödel,insult,de
fick,insult,de
ficken,insult,de
flittchen,insult,de
fotze,insult,de
fratze,insult,de
hackfresse,insult,de
hornochse,insult,de
hure,insult,de
hurensohn,insult,de
idiot,insult,de
ische,insult,de
kackbratze,insult,de
kacke,insult,de
kacken,insult,de
kackwurst,insult,de
kampflesbe,insult,de
kanake,insult,de
kimme,insult,de
kotnascher,insult,de
luder,insult,de
lümmel,insult,de
morgenlatte,insult,de
mufti,insult,de
muschi,insult,de
möpse,insult,de
möse,insult,de
nackt,insult,de
neger,insult,de
nigger,insult,de
nippel,insult,de
notgeil,insult,de
nutte,insult,de
onanieren,insult,de
orgasmus,insult,de
penis,insult,de
penner,insult,de
pimmel,insult,de
pimpern,insult,de
pinkeln,insult,de
pissen,insult,de
pisser,insult,de
pissnelke,insult,de
popel,insult,de
poppen,insult,de
porno,insult,de
prolet,insult,de
reudig,insult,de
rosette,insult,de
schabracke,insult,de
scheiss,insult,de
scheisser,insult,de
scheiße,insult,de
schiesser,insult,de
schisser,insult,de
schlampe,insult,de
schnackeln,insult,de
schnepfe,insult,de
schwanzlutscher,insult,de
schwuchtel,insult,de
tittchen,insult,de
titte,insult,de
titten,insult,de
transe,insult,de
trottel,insult,de
tussi,insult,de
tölpel,insult,de
verpiss,insult,de
vollidiot,insult,de
vollpfosten,insult,de
vögeln,insult,de
weichei,insult,de
wichse,insult,de
wichsen,insult,de
wichser,insult,de
2 girls 1 cup,insult,en
2g1c,insult,en
4r5e,insult,en
5h1t,insult,en
5hit,insult,en
God,insult,en
a55,insult,en
a_s_s,insult,en
acrotomophilia,insult,en
alabama hot pocket,insult,en
alaskan pipeline,insult,en
anal,insult,en
anilingus,insult,en
anus,insult,en
apeshit,insult,en
ar5e,insult,en
arrse,insult,en
arse,insult,en
arsehole,insult,en
ass,insult,en
ass-fucker,insult,en
asses,insult,en
assfucker,insult,en
assfukka,insult,en
asshole,insult,en
assholes,insult,en
assmunch,insult,en
asswhole,insult,en
auto erotic,insult,en
autoerotic,insult,en
b!tch,insult,en
b00bs,insult,en
b17ch,insult,en
b1tch,insult,en
babeland,insult,en
baby batter,insult,en
baby juice,insult,en
ball gag,insult,en
ball gravy,insult,en
ball kicking,insult,en
ball licking,insult,en
ball sack,insult,en
ball sucking,insult,en
ballbag,insult,en
balls,insult,en
ballsack,insult,en
bangbros,insult,en
bangbus,insult,en
bareback,insult,en
barely legal,insult,en
barenaked,insult,en
bastard,insult,en
bastardo,insult,en
bastinado,insult,en
bbw,insult,en
bdsm,insult,en
beaner,insult,en
beaners,insult,en
beastial,insult,en
beastiality,insult,en
beaver,insult,en
beaver cleaver,insult,en
beaver lips,insult,en
beef curtain,insult,en
bellend,insult,en
bestial,insult,en
bestiality,insult,en
bi+ch,insult,en
biatch,insult,en
big black,insult,en
big breasts,insult,en
big knockers,insult,en
big tits,insult,en
bimbos,insult,en
bint,insult,en
birdlock,insult,en
bitch,insult,en
bitcher,insult,en
bitchers,insult,en
bitches,insult,en
bitchin,insult,en
bitching,insult,en
black cock,insult,en
blonde action,insult,en
blonde on blonde action,insult,en
bloodclaat,insult,en
bloody,insult,en
blow job,insult,en
blow your load,insult,en
blowjob,insult,en
blowjobs,insult,en
blue waffle,insult,en
blumpkin,insult,en
boiolas,insult,en
bollock,insult,en
bollocks,insult,en
bollok,insult,en
bondage,insult,en
boner,insult,en
boob,insult,en
boobs,insult,en
booobs,insult,en
boooobs,insult,en
booooobs,insult,en
booooooobs,insult,en
booty call,insult,en
breasts,insult,en
brown showers,insult,en
brunette action,insult,en
buceta,insult,en
bugger,insult,en
bukkake,insult,en
bulldyke,insult,en
bullet vibe,insult,en
bullshit,insult,en
bum,insult,en
bung hole,insult,en
bunghole,insult,en
bunny fucker,insult,en
busty,insult,en
butt,insult,en
buttcheeks,insult,en
butthole,insult,en
buttmuch,insult,en
buttplug,insult,en
c0ck,insult,en
c0cksucker,insult,en
camel toe,insult,en
camgirl,insult,en
camslut,insult,en
camwhore,insult,en
carpet muncher,insult,en
carpetmuncher,insult,en
cawk,insult,en
chink,insult,en
chink eyes,insult,en
chocolate rosebuds,insult,en
cialis,insult,en
cipa,insult,en
circlejerk,insult,en
cl1t,insult,en
cleveland steamer,insult,en
clit,insult,en
clitoris,insult,en
clits,insult,en
clover clamps,insult,en
clunge,insult,en
clusterfuck,insult,en
cnut,insult,en
cock,insult,en
cock-sucker,insult,en
cockface,insult,en
cockhead,insult,en
cockmunch,insult,en
cockmuncher,insult,en
cocks,insult,en
cocksuck,insult,en
cocksucked,insult,en
cocksucker,insult,en
cocksucking,insult,en
cocksucks,insult,en
cocksuka,insult,en
cocksukka,insult,en
cok,insult,en
cokmuncher,insult,en
coksucka,insult,en
coon,insult,en
coons,insult,en
coprolagnia,insult,en
coprophilia,insult,en
cornhole,insult,en
cox,insult,en
crap,insult,en
creampie,insult,en
cum,insult,en
cummer,insult,en
cumming,insult,en
cums,insult,en
cumshot,insult,en
cumshots,insult,en
cunilingus,insult,en
cunillingus,insult,en
cunnilingus,insult,en
cunt,insult,en
cuntlick,insult,en
cuntlicker,insult,en
cuntlicking,insult,en
cunts,insult,en
cyalis,insult,en
cyberfuc,insult,en
cyberfuck,insult,en
cyberfucked,insult,en
cyberfucker,insult,en
cyberfuckers,insult,en
cyberfucking,insult,en
d1ck,insult,en
damn,insult,en
darkie,insult,en
date rape,insult,en
daterape,insult,en
deep throat,insult,en
deepthroat,insult,en
dendrophilia,insult,en
dick,insult,en
dickhead,insult,en
dildo,insult,en
dildos,insult,en
dingleberries,insult,en
dingleberry,insult,en
dink,insult,en
dinks,insult,en
dirsa,insult,en
dirty pillows,insult,en
dirty sanchez,insult,en
dlck,insult,en
dog style,insult,en
dog-fucker,insult,en
doggie style,insult,en
doggiestyle,insult,en
doggin,insult,en
dogging,insult,en
doggy style,insult,en
doggystyle,insult,en
dolcett,insult,en
domination,insult,en
dominatrix,insult,en
dommes,insult,en
donkey punch,insult,en
donkeyribber,insult,en
doosh,insult,en
double dong,insult,en
double penetration,insult,en
dp action,insult,en
dry hump,insult,en
duche,insult,en
dvda,insult,en
dyke,insult,en
eat my ass,insult,en
ecchi,insult,en
ejaculate,insult,en
ejaculated,insult,en
ejaculates,insult,en
ejaculating,insult,en
ejaculatings,insult,en
ejaculation,insult,en
ejakulate,insult,en
erotic,insult,en
erotism,insult,en
escort,insult,en
eunuch,insult,en
f u c k,insult,en
f u c k e r,insult,en
f4nny,insult,en
f_u_c_k,insult,en
fag,insult,en
fagging,insult,en
faggitt,insult,en
faggot,insult,en
faggs,insult,en
fagot,insult,en
fagots,insult,en
fags,insult,en
fanny,insult,en
fannyflaps,insult,en
fannyfucker,insult,en
fanyy,insult,en
fatass,insult,en
fcuk,insult,en
fcuker,insult,en
fcuking,insult,en
fecal,insult,en
feck,insult,en
fecker,insult,en
felch,insult,en
felching,insult,en
fellate,insult,en
fellatio,insult,en
feltch,insult,en
female squirting,insult,en
femdom,insult,en
figging,insult,en
fingerbang,insult,en
fingerfuck,insult,en
fingerfucked,insult,en
fingerfucker,insult,en
fingerfuckers,insult,en
fingerfucking,insult,en
fingerfucks,insult,en
fingering,insult,en
fistfuck,insult,en
fistfucked,insult,en
fistfucker,insult,en
fistfuckers,insult,en
fistfucking,insult,en
fistfuckings,insult,en
fistfucks,insult,en
fisting,insult,en
flange,insult,en
flap,insult,en
fook,insult,en
fooker,insult,en
foot fetish,insult,en
footjob,insult,en
frotting,insult,en
fuck,insult,en
fuck buttons,insult,en
fucka,insult,en
fucked,insult,en
fucker,insult,en
fuckers,insult,en
fuckhead,insult,en
fuckheads,insult,en
fuckin,insult,en
fucking,insult,en
fuckings,insult,en
fuckingshitmotherfucker,insult,en
fuckme,insult,en
fucks,insult,en
fucktards,insult,en
fuckwhit,insult,en
fuckwit,insult,en
fudge packer,insult,en
fudgepacker,insult,en
fuk,insult,en
fuker,insult,en
fukker,insult,en
fukkin,insult,en
fuks,insult,en
fukwhit,insult,en
fukwit,insult,en
fur fag,insult,en
furfag,insult,en
futanari,insult,en
fux,insult,en
fux0r,insult,en
g-spot,insult,en
gang bang,insult,en
gangbang,insult,en
gangbanged,insult,en
gangbangs,insult,en
gash,insult,en
gay sex,insult,en
gaylord,insult,en
gaysex,insult,en
genitals,insult,en
giant cock,insult,en
girl on,insult,en
girl on top,insult,en
girls gone wild,insult,en
goatcx,insult,en
goatse,insult,en
god damn,insult,en
god-dam,insult,en
god-damned,insult,en
goddam,insult,en
goddamn,insult,en
goddamned,insult,en
gokkun,insult,en
golden shower,insult,en
goo girl,insult,en
goodpoop,insult,en
goregasm,insult,en
grope,insult,en
group sex,insult,en
guro,insult,en
hand job,insult,en
handjob,insult,en
hard core,insult,en
hardcore,insult,en
hardcoresex,insult,en
hell,insult,en
hentai,insult,en
heshe,insult,en
hoar,insult,en
hoare,insult,en
hoer,insult,en
homo,insult,en
homoerotic,insult,en
honkey,insult,en
hooker,insult,en
hore,insult,en
horniest,insult,en
horny,insult,en
hot carl,insult,en
hot chick,insult,en
hotsex,insult,en
how to kill,insult,en
how to murder,insult,en
huge fat,insult,en
humping,insult,en
incest,insult,en
intercourse,insult,en
jack off,insult,en
jack-off,insult,en
jackoff,insult,en
jail bait,insult,en
jailbait,insult,en
jap,insult,en
jelly donut,insult,en
jerk off,insult,en
jerk-off,insult,en
jigaboo,insult,en
jiggaboo,insult,en
jiggerboo,insult,en
jism,insult,en
jiz,insult,en
jizm,insult,en
jizz,insult,en
juggs,insult,en
kawk,insult,en
kike,insult,en
kinbaku,insult,en
kinkster,insult,en
kinky,insult,en
knob,insult,en
knobbing,insult,en
knobead,insult,en
knobed,insult,en
knobend,insult,en
knobhead,insult,en
knobjocky,insult,en
knobjokey,insult,en
kock,insult,en
kondum,insult,en
kondums,insult,en
kum,insult,en
kummer,insult,en
kumming,insult,en
kums,insult,en
kunilingus,insult,en
l3i+ch,insult,en
l3itch,insult,en
labia,insult,en
leather restraint,insult,en
leather straight jacket,insult,en
lemon party,insult,en
livesex,insult,en
lmfao,insult,en
lolita,insult,en
lovemaking,insult,en
lust,insult,en
lusting,insult,en
m0f0,insult,en
m0fo,insult,en
m45terbate,insult,en
ma5terb8,insult,en
ma5terbate,insult,en
make me come,insult,en
male squirting,insult,en
masochist,insult,en
master-bate,insult,en
masterb8,insult,en
masterbat*,insult,en
masterbat3,insult,en
masterbate,insult,en
masterbation,insult,en
masterbations,insult,en
masturbate,insult,en
masturbating,insult,en
masturbation,insult,en
menage a trois,insult,en
milf,insult,en
minge,insult,en
minger,insult,en
missionary position,insult,en
mo-fo,insult,en
mof0,insult,en
mofo,insult,en
mothafuck,insult,en
mothafucka,insult,en
mothafuckas,insult,en
mothafuckaz,insult,en
mothafucked,insult,en
mothafucker,insult,en
mothafuckers,insult,en
mothafuckin,insult,en
mothafucking,insult,en
mothafuckings,insult,en
mothafucks,insult,en
mother fucker,insult,en
motherfuck,insult,en
motherfucked,insult,en
motherfucker,insult,en
motherfuckers,insult,en
motherfuckin,insult,en
motherfucking,insult,en
motherfuckings,insult,en
motherfuckka,insult,en
motherfucks,insult,en
mound of venus,insult,en
mr hands,insult,en
muff,insult,en
muff diver,insult,en
muffdiving,insult,en
munter,insult,en
mutha,insult,en
muthafecker,insult,en
muthafuckker,insult,en
muther,insult,en
mutherfucker,insult,en
n1gga,insult,en
n1gger,insult,en
nambla,insult,en
nawashi,insult,en
nazi,insult,en
negro,insult,en
neonazi,insult,en
nig nog,insult,en
nigg3r,insult,en
nigg4h,insult,en
nigga,insult,en
niggah,insult,en
niggas,insult,en
niggaz,insult,en
nigger,insult,en
niggers,insult,en
nimphomania,insult,en
nipple,insult,en
nipples,insult,en
nob,insult,en
nob jokey,insult,en
nobhead,insult,en
nobjocky,insult,en
nobjokey,insult,en
nsfw,insult,en
nsfw images,insult,en
nude,insult,en
nudity,insult,en
numbnuts,insult,en
nutsack,insult,en
nutten,insult,en
nympho,insult,en
nymphomania,insult,en
octopussy,insult,en
omorashi,insult,en
one cup two girls,insult,en
one guy one jar,insult,en
orgasim,insult,en
orgasims,insult,en
orgasm,insult,en
orgasms,insult,en
orgy,insult,en
p0rn,insult,en
paedophile,insult,en
paki,insult,en
panties,insult,en
panty,insult,en
pawn,insult,en
pecker,insult,en
pedobear,insult,en
pedophile,insult,en
pegging,insult,en
penis,insult,en
penisfucker,insult,en
phone sex,insult,en
phonesex,insult,en
phuck,insult,en
phuk,insult,en
phuked,insult,en
phuking,insult,en
phukked,insult,en
phukking,insult,en
phuks,insult,en
phuq,insult,en
piece of shit,insult,en
pigfucker,insult,en
pimpis,insult,en
piss,insult,en
piss pig,insult,en
pissed,insult,en
pisser,insult,en
pissers,insult,en
pisses,insult,en
pissflaps,insult,en
pissin,insult,en
pissing,insult,en
pissoff,insult,en
pisspig,insult,en
playboy,insult,en
pleasure chest,insult,en
pole smoker,insult,en
ponyplay,insult,en
poof,insult,en
poon,insult,en
poontang,insult,en
poop,insult,en
poop chute,insult,en
poopchute,insult,en
poopy mcpoop face,insult,en
porn,insult,en
porno,insult,en
pornography,insult,en
pornos,insult,en
prick,insult,en
pricks,insult,en
prince albert piercing,insult,en
pron,insult,en
pthc,insult,en
pube,insult,en
pubes,insult,en
punani,insult,en
punany,insult,en
pusse,insult,en
pussi,insult,en
pussies,insult,en
pussy,insult,en
pussys,insult,en
queaf,insult,en
queef,insult,en
quim,insult,en
raghead,insult,en
raging boner,insult,en
rape,insult,en
raping,insult,en
rapist,insult,en
rectum,insult,en
retard,insult,en
reverse cowgirl,insult,en
rimjaw,insult,en
rimjob,insult,en
rimming,insult,en
rosy palm,insult,en
rosy palm and her 5 sisters,insult,en
rusty trombone,insult,en
s hit,insult,en
s&m,insult,en
s.o.b.,insult,en
s_h_i_t,insult,en
sadism,insult,en
sadist,insult,en
santorum,insult,en
scat,insult,en
schlong,insult,en
scissoring,insult,en
screwing,insult,en
scroat,insult,en
scrote,insult,en
scrotum,insult,en
semen,insult,en
sex,insult,en
sexcam,insult,en
sexo,insult,en
sexual,insult,en
sexuality,insult,en
sexually,insult,en
sexy,insult,en
sh!+,insult,en
sh!t,insult,en
sh1t,insult,en
shag,insult,en
shagger,insult,en
shaggin,insult,en
shagging,insult,en
shaved beaver,insult,en
shaved pussy,insult,en
shemale,insult,en
shi+,insult,en
shibari,insult,en
shit,insult,en
shitblimp,insult,en
shitdick,insult,en
shite,insult,en
shited,insult,en
shitey,insult,en
shitfuck,insult,en
shitfull,insult,en
shithead,insult,en
shiting,insult,en
shitings,insult,en
shitnugget,insult,en
shits,insult,en
shitted,insult,en
shitter,insult,en
shitters,insult,en
shitting,insult,en
shittings,insult,en
shitty,insult,en
shota,insult,en
shrimping,insult,en
skank,insult,en
skeet,insult,en
slanteye,insult,en
slut,insult,en
sluts,insult,en
smegma,insult,en
smut,insult,en
snatch,insult,en
snowballing,insult,en
sod,insult,en
sodomize,insult,en
sodomy,insult,en
son-of-a-bitch,insult,en
spac,insult,en
spic,insult,en
splooge,insult,en
splooge moose,insult,en
spooge,insult,en
spread legs,insult,en
spunk,insult,en
strap on,insult,en
strapon,insult,en
strappado,insult,en
strip club,insult,en
style doggy,insult,en
suck,insult,en
sucks,insult,en
suicide girls,insult,en
sultry women,insult,en
swastika,insult,en
swinger,insult,en
t1tt1e5,insult,en
t1tties,insult,en
tainted love,insult,en
taste my,insult,en
tea bagging,insult,en
teets,insult,en
teez,insult,en
testical,insult,en
testicle,insult,en
threesome,insult,en
throating,insult,en
thumbzilla,insult,en
tied up,insult,en
tight white,insult,en
tit,insult,en
titfuck,insult,en
tits,insult,en
titt,insult,en
tittie5,insult,en
tittiefucker,insult,en
titties,insult,en
titty,insult,en
tittyfuck,insult,en
tittywank,insult,en
titwank,insult,en
tongue in a,insult,en
topless,insult,en
tosser,insult,en
towelhead,insult,en
tranny,insult,en
tribadism,insult,en
tub girl,insult,en
tubgirl,insult,en
turd,insult,en
tushy,insult,en
tw4t,insult,en
twat,insult,en
twat ,insult,en
twathead,insult,en
twatty,insult,en
twink,insult,en
twinkie,insult,en
two girls one cup,insult,en
twunt,insult,en
twunter,insult,en
undressing,insult,en
upskirt,insult,en
urethra play,insult,en
urophilia,insult,en
v14gra,insult,en
v1gra,insult,en
vagina,insult,en
venus mound,insult,en
viagra,insult,en
vibrator,insult,en
violet wand,insult,en
vorarephilia,insult,en
voyeur,insult,en
voyeurweb,insult,en
voyuer,insult,en
vulva,insult,en
w00se,insult,en
wang,insult,en
wank,insult,en
wanker,insult,en
wanky,insult,en
wet dream,insult,en
wetback,insult,en
white power,insult,en
whoar,insult,en
whore,insult,en
willies,insult,en
willy,insult,en
worldsex,insult,en
wrapping men,insult,en
wrinkled starfish,insult,en
xrated,insult,en
xx,insult,en
xxx,insult,en
yaoi,insult,en
yellow showers,insult,en
yiffy,insult,en
zoophilia,insult,en
🖕,insult,en
bugren,insult,eo
bugri,insult,eo
bugru,insult,eo
diofek,insult,eo
diofeka,insult,eo
fek,insult,eo
feken,insult,eo
fekfikanto,insult,eo
feklekulo,insult,eo
fekulo,insult,eo
fik,insult,eo
fikado,insult,eo
